Sample_Name,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,data_processing.1,data_processing.2,platform_id,contact_name,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,cell line:ch1,cosmic_id:ch1,primary histology:ch1,primary site:ch1,Sample_Plate,Sample_Group,Pool_ID,Project,Sample_Well,Basename,filenames,Purity_Impute_Absolute,Gains,Amp,HetLoss,HomDel,Amp10
MELJUSO,CellLine_MEL-JUSO,GSM1670095,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,MEL-JUSO,Homo sapiens,cell line: MEL-JUSO,primary site: skin,primary histology: melanoma,cosmic_id: 908125,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670095/suppl/GSM1670095_7970376020_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670095/suppl/GSM1670095_7970376020_R06C01_Red.idat.gz,0,MEL-JUSO,908125,melanoma,skin,,Tumor,,,,7970376020_R06C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670095/GSM1670095_7970376020_R06C01,0.662107833333333,DNMT3B;EEF1A2;EGFR;ETV1;FANCD2;MET;MITF;MYC;PIK3CA;PIK3CB;PIK3CG;DCUN1D1;EIF5A2;PTK6;RPS6KB1;SOX2;AURKA;VHL;YWHAB;ZNF217;NCOA3;EIF2A;RUVBL1,PPM1D,CD274;RB1;TFDP1,CDKN2A;CDKN2B,""
MFE280,CellLine_MFE-280,GSM1670098,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,MFE-280,Homo sapiens,cell line: MFE-280,primary site: urogenital_system,primary histology: endometrium,cosmic_id: 908129,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670098/suppl/GSM1670098_8359018100_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670098/suppl/GSM1670098_8359018100_R06C01_Red.idat.gz,0,MFE-280,908129,endometrium,urogenital_system,,Tumor,,,,8359018100_R06C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670098/GSM1670098_8359018100_R06C01,0.833056166666669,CDK6;ARPC1A;STARD3;DNMT3B;EEF1A2;ERBB2;FGFR1;LSM1;GRB7;AR;JUN;MAP3K5;MYB;NRAS;PIK3CA;PIK3CB;DCUN1D1;WHSC1L1;MED29;SMURF1;PTK6;SOX2;AURKA;YWHAB;ZNF217;NCOA3;EIF2A;RUVBL1;CCNE1;BAG4;CHD1L,EIF5A2,FAT1;PIK3CD;PIK3CG;REL;BRCA2;LINC00290,RB1,""
MFE296,CellLine_MFE-296,GSM1670099,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,MFE-296,Homo sapiens,cell line: MFE-296,primary site: urogenital_system,primary histology: endometrium,cosmic_id: 908130,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670099/suppl/GSM1670099_8221932009_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670099/suppl/GSM1670099_8221932009_R06C01_Red.idat.gz,0,MFE-296,908130,endometrium,urogenital_system,,Tumor,,,,8221932009_R06C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670099/GSM1670099_8221932009_R06C01,0.7767815,"","","","",""
MFE319,CellLine_MFE-319,GSM1670100,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,MFE-319,Homo sapiens,cell line: MFE-319,primary site: urogenital_system,primary histology: endometrium,cosmic_id: 1240174,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670100/suppl/GSM1670100_8359026005_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670100/suppl/GSM1670100_8359026005_R06C01_Red.idat.gz,0,MFE-319,1240174,endometrium,urogenital_system,,Tumor,,,,8359026005_R06C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670100/GSM1670100_8359026005_R06C01,0.848092000000002,TET1,"","","",""
MKN1,CellLine_MKN1,GSM1670111,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,MKN1,Homo sapiens,cell line: MKN1,primary site: digestive_system,primary histology: stomach,cosmic_id: 908138,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670111/suppl/GSM1670111_8221924144_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670111/suppl/GSM1670111_8221924144_R01C02_Red.idat.gz,0,MKN1,908138,stomach,digestive_system,,Tumor,,,,8221924144_R01C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670111/GSM1670111_8221924144_R01C02,0.769043,CDK6;TRIB1;YAP1;ARPC1A;DNMT3B;EEF1A2;EGFR;BIRC2;BIRC3;MET;MYC;PIK3CG;MED29;PKN1;SMURF1;PTK6;SKP2;AURKA;YWHAB;CDC6,ZNF217;NCOA3;CCNE1,CDKN2A;CDKN2B;EIF2S1;FGFR1;NKX2-8;LSM1;CD274;KIT;PAX9;WHSC1L1;EIF5A2;C8orf4;PTEN;RPS6KB1;SOX2;NKX2-1;SLTM;TET1;PLA2G10;PPM1D;CCND2;BAG4;IST1,"",KRAS
MKN7,CellLine_MKN7,GSM1670114,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,MKN7,Homo sapiens,cell line: MKN7,primary site: digestive_system,primary histology: stomach,cosmic_id: 924250,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670114/suppl/GSM1670114_8221924144_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670114/suppl/GSM1670114_8221924144_R03C01_Red.idat.gz,0,MKN7,924250,stomach,digestive_system,,Tumor,,,,8221924144_R03C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670114/GSM1670114_8221924144_R03C01,0.823072000000001,BCL2L2-PABPN1;TRIB1;YAP1;YWHAQ;DNMT3B;E2F3;EEF1A2;EGFR;EIF2S1;ETV1;FGFR1;NKX2-8;LSM1;HRAS;BIRC2;BIRC3;JUN;MYCN;PAK1;PAX9;RAB23;PIK3CB;WHSC1L1;C8orf4;C11orf30;PTK6;CCND1;REL;RPS6KB1;SKP2;SOX4;AURKA;NKX2-1;YWHAB;ZNF217;NCOA3;EIF2A;PPM1D;FADD;MTDH;BAG4,MYC;YWHAZ,CDK4;CDK6;CDKN2A;CDKN2B;CDKN2C;ARPC1A;CD274;KIT;KRAS;MDM2;MET;NRAS;PIK3CG;SMURF1;PTEN;SLTM;TET1;YEATS4;DYRK2;CCND2,"",STARD3;ERBB2;GRB7;CCNE1
ML1,CellLine_ML-1,GSM1670115,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,ML-1,Homo sapiens,cell line: ML-1,primary site: thyroid,primary histology: thyroid,cosmic_id: 1240178,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670115/suppl/GSM1670115_8359026012_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670115/suppl/GSM1670115_8359026012_R03C01_Red.idat.gz,0,ML-1,1240178,thyroid,thyroid,,Tumor,,,,8359026012_R03C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670115/GSM1670115_8359026012_R03C01,0.706697833333334,BCL2L2-PABPN1;CDK6;TRIB1;ARPC1A;DNMT3B;EEF1A2;EGFR;ETV1;NKX2-8;MDM2;MDM4;MET;NRAS;PAX9;PIK3CG;SMURF1;PTEN;PTK6;RPS6KB1;SKP2;AURKA;NKX2-1;YWHAB;YWHAZ;ZNF217;SLTM;TET1;NCOA3;PPM1D;MTDH;CHD1L;IST1,MYC,CDKN2A;CDKN2B;YAP1;E2F3;EIF2S1;FANCD2;GATA6;CD274;HRAS;BIRC2;BIRC3;MAP3K5;MITF;MYB;PAFAH1B1;PAK1;RAB23;PIK3CB;PKN1;C11orf30;RB1;CCND1;SOX4;BRCA2;TFDP1;VHL;RUVBL1;FADD,"",""
MOLT13,CellLine_MOLT-13,GSM1670126,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,MOLT-13,Homo sapiens,cell line: MOLT-13,primary site: blood,primary histology: lymphoblastic_T_cell_leukaemia,cosmic_id: 908146,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670126/suppl/GSM1670126_7878191054_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670126/suppl/GSM1670126_7878191054_R03C02_Red.idat.gz,0,MOLT-13,908146,lymphoblastic_T_cell_leukaemia,blood,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670126_7878191054_R03C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670126/GSM1670126_7878191054_R03C02,0.522529166666666,RPS6KB1;PPM1D,"","",CDKN2A;CDKN2B,""
NB1,CellLine_NB1,GSM1670145,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,NB1,Homo sapiens,cell line: NB1,primary site: nervous_system,primary histology: neuroblastoma,cosmic_id: 949179,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670145/suppl/GSM1670145_8221932024_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670145/suppl/GSM1670145_8221932024_R03C01_Red.idat.gz,0,NB1,949179,neuroblastoma,nervous_system,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670145_8221932024_R03C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670145/GSM1670145_8221932024_R03C01,0.688698166666667,AKT3;ADAR;YAP1;CKS1B;MDM4;NRAS;RPS6KB1;SHC1;TFDP1;PPM1D;CCND2;CHD1L;SETDB1,ETV1;PIK3CA,GATA6;BIRC2;BIRC3;PIK3CB;PIK3CD;LINC00290;EIF2A;RUVBL1,"",MYCN
NCIH1355,CellLine_NCI-H1355,GSM1670168,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,NCI-H1355,Homo sapiens,cell line: NCI-H1355,primary site: lung,primary histology: lung_NSCLC_adenocarcinoma,cosmic_id: 724866,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670168/suppl/GSM1670168_7970368105_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670168/suppl/GSM1670168_7970368105_R05C01_Red.idat.gz,0,NCI-H1355,724866,lung_NSCLC_adenocarcinoma,lung,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670168_7970368105_R05C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670168/GSM1670168_7970368105_R05C01,0.741653000000001,AKT3;BCL2L2-PABPN1;CDK4;TRIB1;ADAR;CDKN2C;YWHAQ;CKS1B;FAT1;FGFR1;NKX2-8;LSM1;JUN;KIT;MDM2;MDM4;MYC;MYCL1;MYCN;PAX9;PIK3CD;TRIT1;WHSC1L1;C8orf4;REL;RPS6KB1;SHC1;SKP2;NKX2-1;LINC00290;YWHAZ;YEATS4;DYRK2;PPM1D;MTDH;BAG4;CHD1L;SETDB1,"",HRAS;RB1;BRCA2,TFDP1,""
NCIH1436,CellLine_NCI-H1436,GSM1670172,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,NCI-H1436,Homo sapiens,cell line: NCI-H1436,primary site: lung,primary histology: lung_small_cell_carcinoma,cosmic_id: 908469,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670172/suppl/GSM1670172_8221924057_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670172/suppl/GSM1670172_8221924057_R03C02_Red.idat.gz,0,NCI-H1436,908469,lung_small_cell_carcinoma,lung,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670172_8221924057_R03C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670172/GSM1670172_8221924057_R03C02,0.813731166666666,AKT3;TRIB1;STARD3;ERBB2;GRB7;MDM4;MYC;PIK3CA;PIK3CB;DCUN1D1;EIF5A2;RPS6KB1;SOX2;YWHAZ;EIF2A;PPM1D;RUVBL1;MTDH;CDC6,"",FANCD2;MITF;RB1;BRCA2;VHL,PTEN,""
NCIH1666,CellLine_NCI-H1666,GSM1670183,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,NCI-H1666,Homo sapiens,cell line: NCI-H1666,primary site: lung,primary histology: lung_NSCLC_adenocarcinoma,cosmic_id: 908473,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670183/suppl/GSM1670183_7878191066_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670183/suppl/GSM1670183_7878191066_R05C02_Red.idat.gz,0,NCI-H1666,908473,lung_NSCLC_adenocarcinoma,lung,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670183_7878191066_R05C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670183/GSM1670183_7878191066_R05C02,0.793843333333333,AKT3;TRIB1;ADAR;STARD3;CKS1B;DNMT3B;EEF1A2;ERBB2;FAT1;GRB7;MDM4;MYC;MYCN;MED29;PTK6;REL;RPS6KB1;SHC1;BRCA2;AURKA;LINC00290;YWHAB;YWHAZ;ZNF217;NCOA3;PPM1D;CCNE1;MTDH;CHD1L;SETDB1;CDC6,"",YAP1;FANCD2;FGFR1;LSM1;BIRC2;BIRC3;KRAS;MITF;PAFAH1B1;PAK1;PIK3CD;WHSC1L1;C8orf4;C11orf30;RB1;VHL;CCND2;BAG4,CDKN2A;CDKN2B,""
NCIH1869,CellLine_NCI-H1869,GSM1670196,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,NCI-H1869,Homo sapiens,cell line: NCI-H1869,primary site: lung,primary histology: lung_NSCLC_squamous_cell_carcinoma,cosmic_id: 1240183,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670196/suppl/GSM1670196_8221924047_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670196/suppl/GSM1670196_8221924047_R03C02_Red.idat.gz,0,NCI-H1869,1240183,lung_NSCLC_squamous_cell_carcinoma,lung,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670196_8221924047_R03C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670196/GSM1670196_8221924047_R03C02,0.792333,AKT3;CDK6;TRIB1;ADAR;YAP1;ARPC1A;CKS1B;E2F3;FGFR1;BIRC2;BIRC3;KRAS;MDM4;MET;MYC;NRAS;PAK1;RAB23;PIK3CG;WHSC1L1;C8orf4;C11orf30;SMURF1;SHC1;SOX4;CHD1L;SETDB1,SKP2,LSM1;HRAS;MAP3K5;MYB;MTDH;BAG4,CDKN2A;CDKN2B,""
NCIH1915,CellLine_NCI-H1915,GSM1670199,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,NCI-H1915,Homo sapiens,cell line: NCI-H1915,primary site: lung,primary histology: lung_NSCLC_large cell,cosmic_id: 1240184,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670199/suppl/GSM1670199_7878191064_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670199/suppl/GSM1670199_7878191064_R03C01_Red.idat.gz,0,NCI-H1915,1240184,lung_NSCLC_large cell,lung,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670199_7878191064_R03C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670199/GSM1670199_7878191064_R03C01,0.774090499999999,YAP1;NKX2-8;GATA6;HRAS;BIRC2;BIRC3;NRAS;PAK1;PAX9;C11orf30;CCND1;RPS6KB1;NKX2-1;TET1;PPM1D;FADD;CCNE1,"",AKT3;CDKN2A;CDKN2B;STARD3;ERBB2;FAT1;FGFR1;LSM1;GRB7;CD274;KIT;WHSC1L1;C8orf4;SKP2;LINC00290;BAG4;CDC6,"",""
